"source_id","source_name","author","title","description","url","url_to_image","published_at","content","top_article","engagement_reaction_count","engagement_comment_count","engagement_share_count","engagement_comment_plugin_count"
"newsweek","Newsweek","Shane Croucher","""Mike Pence Is Staying at Trump's Doonbeg Resort During His Ireland Visit, and Will Fly to His Meetings in Dublin 140 Miles Away""","The vice president will use the resort as his base despite it being on the opposite coast to his official meetings.","https://www.newsweek.com/mike-pence-trump-doonbeg-golf-ireland-flying-dublin-meetings-1457298","https://d.newsweek.com/en/full/1524570/mike-pence-ireland-doonbeg-trump-golf.jpg","2019-09-03T09:26:17Z","""Vice President Mike Pence is staying at President Donald Trump's golf resort in Doonbeg during his visit to Ireland, even though it means flying 140 miles to Dublin for his meetings.\r\nAccording to the Irish network RTE, Pence has ancestral links to Doonbeg th… [+2408 chars]""",0,4107,1274,1117,0
"abc-news","ABC News","The Associated Press","Sen. Manchin says he won't run for West Virginia governor","""Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.""","https://abcnews.go.com/Politics/wireStory/sen-manchin-run-west-virginia-governor-65357319","https://s.abcnews.com/images/Politics/WireAP_ed19010c135c40039c29ed0c39384d53_16x9_992.jpg","2019-09-03T14:27:23Z","""West Virginia Sen. Joe Manchin says he's staying put in the U.S. Senate and won't run for governor.\r\nInterested in 2020 Elections?\r\nAdd 2020 Elections as an interest to stay up to date on the latest 2020 Elections news, video, and analysis from ABC News.\r\nThe… [+1900 chars]""",0,31,7,16,0
"reuters","Reuters","Reuters Editorial","Slovak deputy minister quits after allegations of contacts with murder suspect","Slovakia's deputy justice minister Monika Jankovska resigned on Tuesday under pressure from the president and the opposition over her alleged contacts with a suspect in the killing of an investigative journalist.","https://www.reuters.com/article/us-slovakia-crime-idUSKCN1VO22S","https://s4.reutersmedia.net/resources_v2/images/rcom-default.png","2019-09-03T16:20:48Z","BRATISLAVA (Reuters) - Slovakia’s deputy justice minister Monika Jankovska resigned on Tuesday under pressure from the president and the opposition over her alleged contacts with a suspect in the killing of an investigative journalist. \r\nThe murder in Februar… [+1827 chars]",0,0,0,5,0
"bbc-news","BBC News","https://www.facebook.com/bbcnews","Emergency crews called to reports of body in Glasgow river","A rescue boat is launched in the River Kelvin in Glasgow's west end and part of the bridge is cordoned off.","https://www.bbc.co.uk/news/uk-scotland-glasgow-west-49563889","https://ichef.bbci.co.uk/news/1024/branded_news/1891/production/_108598260_kelvin1.jpg","2019-09-03T14:24:07Z","Image copyrightCalum MilliganImage caption\r\n Emergency crews responding to reports of a body in the river Kelvin\r\nPolice are responding to reports of a body in the River Kelvin in Glasgow's west end. \r\nOfficers were called to the scene at about 13:20 with amb… [+264 chars]",0,3,1,6,0
"cnn","CNN","""Devan Cole, CNN""","Booker unveils $3 trillion climate crisis plan","""Sen. Cory Booker on Tuesday unveiled a $3 trillion plan for how he plans to combat the climate crisis if elected president, promising to spend on clean energy, phase out the use of fossil fuels and create a 100% carbon neutral economy in the US.""","https://www.cnn.com/2019/09/03/politics/cory-booker-climate-plan/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190902102936-01-cory-booker-file-super-tease.jpg","2019-09-03T13:24:28Z","""Washington (CNN)Sen. Cory Booker on Tuesday unveiled a $3 trillion plan for how he plans to combat the climate crisis if elected president, promising to spend on clean energy, phase out the use of fossil fuels and create a 100% carbon neutral economy in the U… [+2613 chars]""",0,1065,874,98,0
"reuters","Reuters","Reuters Editorial","Tunisia court upholds continued detention of presidential candidate","""A Tunisian appeals court on Tuesday upheld the detention of media magnate Nabil Karoui, a candidate in a Sept. 15 presidential election, on suspicion of tax fraud and money laundering, his lawyer said.""","https://www.reuters.com/article/us-tunisia-election-karoui-idUSKCN1VO25H","https://s2.reutersmedia.net/resources/r/?m=02&d=20190903&t=2&i=1425825574&w=1200&r=LYNXNPEF821KC","2019-09-03T16:52:01Z","""TUNIS (Reuters) - A Tunisian appeals court on Tuesday upheld the detention of media magnate Nabil Karoui, a candidate in a Sept. 15 presidential election, on suspicion of tax fraud and money laundering, his lawyer said. \r\nKaroui had sought to be freed, but th… [+211 chars]""",0,0,0,9,0
"business-insider","Business Insider","Connie Chen","""11 successful retail brands that are backed by Y Combinator, one of the most competitive seed accelerators in the venture funding world""","""Y Combinator (YC) is a seed accelerator that provides seed funding and advice to startups. Some of the most successful, highly valued startups in the world are YC alumni. Several consumer retail companies, including Soylent, Le Tote, Goldbelly, and Function o…""","https://www.businessinsider.com/y-combinator-retail-startups","https://amp.businessinsider.com/images/5d695c292e22af31b948f056-750-375.jpg","2019-09-03T17:22:00Z","""Seed accelerator Y Combinator (YC) has helped produce and support some of the most successful startups in the world today, including Airbnb, Dropbox, and Stripe. \r\n In addition to providing seed funding ($150,000), it works with founders to develop their idea… [+799 chars]""",0,0,0,0,0
"al-jazeera-english","Al Jazeera English","Al Jazeera","France: 'Still lots to work out' on saving Iran deal","European leaders have struggled to calm deepening rift between the US and Iran after Trump withdrew from 2015 agreement.","https://www.aljazeera.com/news/2019/09/france-lots-work-saving-iran-deal-190903143845431.html","https://www.aljazeera.com/mritems/Images/2019/9/3/10ac731091ff4f4893e233652ac181d8_18.jpg","2019-09-03T15:39:29Z","""France's Foreign Minister Jean-Yves Le Drian has said that several issues were still hindering a French-led bid to save a landmark 2015 accord limiting Iran's nuclear programme.\r\n\""There is still lots to work out, it's still very fragile,\"" Le Drian told journa… [+2484 chars]""",0,1,0,9,0
"the-new-york-times","The New York Times","Tatiana Schlossberg","How Fast Fashion Is Destroying the Planet","""In “Fashionopolis,” Dana Thomas exposes the environmental, economic and humanitarian hazards of cheap clothing production.""","https://www.nytimes.com/2019/09/03/books/review/how-fast-fashion-is-destroying-the-planet.html","https://static01.nyt.com/images/2019/08/26/books/review/schlossberg01/schlossberg01-facebookJumbo.jpg","2019-09-03T09:00:09Z","Among the books delights are Thomass sketches of her individual subjects. I cant get her description of a woman as peaches-and-cream pretty out of my head; I know exactly what she looks like. The author also has a gift for bringing luxury to life: She conjure… [+3349 chars]",0,49,6,16,0
"bbc-news","BBC News","https://www.facebook.com/bbcnews","Palestinian Harvard student barred from US is allowed in","""Ismail Ajjawi is admitted after he was controversially blocked based on social media posts, he said.""","https://www.bbc.co.uk/news/world-us-canada-49563339","https://ichef.bbci.co.uk/news/1024/branded_news/6CA4/production/_108521872_17652206-d4ed-49d5-b4e0-d1cf6b92b52f.jpg","2019-09-03T13:45:58Z","Image copyrightGetty ImagesImage caption\r\n Mr Ajjawi returned to Harvard University just in time to start classes on 3 September\r\nA Palestinian student who was controversially denied entry to the US last month when he arrived to begin study at Harvard has now… [+2053 chars]",0,991,284,192,0
"the-irish-times","The Irish Times","Barry Roche","Discovery of three-legged calf prompts animal welfare charges on Kerry farm","Department of Agriculture inspectors told court animal’s foot had been amputated","https://www.irishtimes.com/news/crime-and-law/courts/district-court/discovery-of-three-legged-calf-prompts-animal-welfare-charges-on-kerry-farm-1.4006645","https://www.irishtimes.com/polopoly_fs/1.4006644.1567526027!/image/image.jpg","2019-09-03T15:54:04Z","""A calf was found with just three feet by Department of Agriculture veterinary inspectors when they called to a farm in Co Kerry and the farmer is now facing a number of animal welfare charges, a court has been told.\r\nThe Department is bringing nine new charge… [+2153 chars]""",0,0,0,0,0
"cbs-news","CBS News","CBS News","Devastating images show Dorian ravaging the Bahamas","""Hurricane Dorian has been pounding the northern Bahamas for nearly 48 hours. Devastating images show the runway at Grand Bahama island's international airport, which looks more like an ocean. Additional photos show the wreckage on other parts of the island, a…""","https://www.cbsnews.com/video/devastating-images-show-dorian-ravaging-the-bahamas/","https://cbsnews1.cbsistatic.com/hub/i/r/2019/09/03/5718cf9b-0089-4b68-9451-3574ad5e3d99/thumbnail/1200x630/884ea305aabac8c1afddf52971c78d5b/0903-ctm-dorianbahamas-begnaud-1925436-640x360.jpg","2019-09-03T11:36:35Z",null,0,13,3,7,0
"abc-news","ABC News","The Associated Press","Survey: US manufacturing activity contracted in August","""Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.""","https://abcnews.go.com/Business/wireStory/survey-us-manufacturing-activity-contracted-august-65357274","https://s.abcnews.com/images/Business/WireAP_7390f48797fb44ef978f1942134d3ba7_16x9_992.jpg","2019-09-03T14:19:21Z","""U.S. factory activity shrank in August for the first time since August 2016, a sign that the trade war with China is weighing down a crucial sector of the economy.\r\nThe Institute for Supply Management, an association of purchasing managers, said Tuesday that … [+1530 chars]""",0,0,0,1,0
"the-irish-times","The Irish Times","Sorcha Pollak","Migrant group cancels event amid complaints over Scientology link","""Presence of scientologists at meetings is becoming more noticeable, say charities""","https://www.irishtimes.com/news/social-affairs/migrant-group-cancels-event-amid-complaints-over-scientology-link-1.4006490","https://www.irishtimes.com/image-creator/?id=1.4006489&origw=1440","2019-09-03T14:33:04Z","A migrant support group has cancelled plans for a multicultural event in a Church of Scientology community centre in Dublin following complaints about the arrangement.\r\nThe Say No to Direct Provision Group announced on Facebook last month it was holding a cul… [+3133 chars]",0,0,0,1,0
"newsweek","Newsweek","Dan Cancian","NFL Playoffs Picture 2019: NFC West Teams Ranked","""The Los Angeles Rams have made few changes after reaching the Super Bowl last season, while the Seahawks look to return to the playoffs.""","https://www.newsweek.com/nfl-2019-nfc-west-odds-predictions-los-angeles-rams-seattle-seahawks-1457289","https://d.newsweek.com/en/full/1524555/los-angeles-rams-jared-goff.jpg","2019-09-03T08:27:32Z","""There is an argument to be made for the NFC West being one of the most exciting divisions in the league this season.\r\nAfter all, in the Los Angeles Rams and Kyler Murray it contains the defending NFC champions and the number one overall pick of the NFL draft.… [+3961 chars]""",0,0,0,0,0
"the-irish-times","The Irish Times",null,"Bank of Ireland pulls €300m bond sale amid Brexit jitters","""Bank was concerned over low level of demand for the bonds, sources say""","https://www.irishtimes.com/business/financial-services/bank-of-ireland-pulls-300m-bond-sale-amid-brexit-jitters-1.4006362","https://www.irishtimes.com/image-creator/?id=1.4006360&origw=1440","2019-09-03T12:23:57Z","""Bank of Ireland pulled a planned sale of 300 million of junior bonds on Tuesday afternoon, disappointed by the level of demand for the debt as potential investors were rattled by speculation over Brexit amid another day of heightened political drama in the UK… [+360 chars]""",0,0,0,0,0
"the-irish-times","The Irish Times","Joe Brennan","Bank of Ireland stalls sale of €300m in junior bonds sale","Bank had sought to take advantage of ultra-low rates","https://www.irishtimes.com/business/financial-services/bank-of-ireland-stalls-sale-of-300m-in-junior-bonds-sale-1.4006362","https://www.irishtimes.com/image-creator/?id=1.4006360&origw=1440","2019-09-03T12:23:57Z","""Bank of Ireland moved on Tuesday afternoon to stall the sale of 300 million of subordinated bonds, even though bankers behind the deal had secured enough orders to more than cover the amout of debt on offer. \r\nThe bonds, which are due to mature in ten years t… [+1668 chars]""",0,0,0,1,0
